type,years,Canada,USA,Mexico,Central America,Brazil,Rest of South America,Northern Africa,Western Africa,Eastern Africa,South Africa,Western Europe,Central Europe,Turkey,Ukraine region,Central Asia,Russia Region,Middle East,India,Korea,China,South Eastern Asia,Indonesia Region,Japan,Oceania,Rest of South Asia,Rest of Southern Africa
aboveground,1992,63431.18384,275510.8399,19243.36181,4069.02619,32628.88175,37589.60711,21807.94749,14318.27653,7754.645379,23647.96791,187078.427,70659.64488,14643.4034,88910.65328,37138.13437,166682.8008,27723.75079,62986.92468,3093.300316,50284.23768,7412.458199,3742.507916,17426.33754,21194.41493,12451.56673,12717.53989
aboveground,1993,64678.6059,288409.0012,19997.75887,4137.755045,34108.4034,40420.29642,23018.21691,14242.60478,8201.798745,24055.77767,190436.7298,70075.95572,16258.85085,89999.21584,37034.88848,170008.4942,28918.50565,66881.61127,3244.163604,54491.01011,8351.56915,4021.624367,18052.76887,21485.47608,13135.45297,12659.55065
aboveground,1994,64679.89716,300713.7478,20808.86564,4286.094414,35049.95599,43677.68489,24571.18478,14166.9332,8414.657227,24538.57824,192472.3957,69661.90601,16527.60583,91272.29237,37764.53494,172190.5397,30616.15643,76156.29133,3420.475979,61879.09593,9486.006441,4377.591622,18470.91392,22239.79404,14881.14565,12601.55935
aboveground,1995,64958.30322,317151.0782,21768.62606,4542.470748,36460.67925,45795.83317,26108.19595,14392.13986,8689.500051,25861.67166,193509.1947,71571.09313,17545.31401,92334.30837,37446.63755,174097.0066,32471.81355,80427.22297,3730.189516,70009.29955,10495.81239,4876.728488,18827.67913,23249.31268,15596.96782,12543.57062
aboveground,1996,68650.44004,325765.2094,23617.18798,4878.754887,37958.91216,48052.58819,29047.20893,14968.17496,9311.697084,27184.75697,197336.1255,73806.46462,19627.63704,93396.33542,37128.73013,174477.8455,35413.18748,86134.42721,3917.446242,74697.8687,11686.67883,5121.380785,19670.56214,24294.94299,16137.40289,12633.2676
aboveground,1997,68981.48125,320249.1105,24473.79809,5269.14782,39633.61476,51875.95401,31077.28284,15119.96957,9453.611301,28424.94996,202023.6438,75135.54432,20159.52329,92700.53247,36810.82271,172795.9719,38553.16259,97179.43367,4283.212196,80413.4807,12533.89901,5568.316212,20308.25736,25493.50163,16549.29064,12806.21828
aboveground,1998,69306.40413,315294.0757,25664.4296,5547.609623,41215.26293,53225.0195,32290.2833,15474.43332,9973.154983,29095.00567,207564.2993,76916.10467,21504.90774,93659.1483,36492.92532,172322.4174,42698.10787,106891.9353,4951.717351,87139.67265,13513.20131,6550.555079,21289.04079,26675.6263,16717.82483,15992.48068
aboveground,1999,69305.19723,310808.9106,27456.79753,5965.665858,41351.72693,54114.62523,34178.54936,15828.89691,10482.52326,29690.06908,213356.8535,79541.43972,21949.26109,92963.34535,36175.0179,172155.0369,46705.92307,115355.6632,5364.654868,89211.81607,14876.0376,7424.399964,21916.80912,27454.0103,16897.35223,17380.32716
aboveground,2000,70701.0657,311659.609,28440.23666,6147.597566,43676.11692,56405.12254,35340.98284,16152.60513,10828.56828,29444.84114,221228.1085,81840.06896,22266.03248,92267.55143,35857.11047,171995.1115,50425.26849,122597.8304,5600.938609,92397.95522,16088.55804,8730.437974,22028.62605,28252.31015,17761.12122,20149.37751
aboveground,2001,70146.4437,319796.3532,29338.73769,6263.055183,44495.91345,57052.60977,36197.85304,16737.88586,11169.65719,29200.37262,225305.6246,83568.41228,23452.06188,91602.90994,35539.21309,172056.4029,53964.78127,127590.6385,5922.490407,97028.75491,17040.73368,9936.196354,22297.27958,28854.46462,18311.94174,21242.01125
aboveground,2002,71110.69886,327352.7569,30235.80597,6542.565281,45785.60488,59472.29399,38550.29509,17934.06032,11509.60159,28958.23466,230065.0549,86839.97906,24585.20494,90916.96644,35221.30566,171970.377,58415.45163,128247.3957,6186.583533,105676.1133,18464.92613,10880.59385,22566.89904,29195.01871,19274.76563,22366.94988
aboveground,2003,71912.99087,333296.5789,30936.25371,6901.177435,49019.15055,61869.74866,41440.57278,18503.98579,11684.07739,28879.26159,233376.7395,90236.63066,25851.8531,90229.19785,34903.39824,171373.335,62904.45893,130243.7569,6334.427651,117318.4112,20079.46287,11694.91359,22724.0898,29929.15221,20008.83938,23590.32089
aboveground,2004,71783.83294,338265.39,32475.31885,7136.455794,51218.64829,66357.16212,45717.8676,19524.68929,11686.69405,29615.08471,237730.3936,93394.23126,27118.59731,89551.38246,34585.49082,171564.9761,68515.53921,134619.996,6431.932802,130365.4681,21844.93918,12362.05781,23163.75013,30922.88289,20934.49736,25452.67592
aboveground,2005,72243.50143,342223.5321,33755.24392,7730.143693,54807.55521,69754.30846,49964.33037,20536.49293,11674.81864,30993.63902,243689.7761,97262.29602,28461.49301,88861.29513,34267.59343,171150.282,73265.2431,140587.5801,6751.633337,148598.2026,23540.14207,12654.58738,23832.95487,31648.63996,21436.79618,25744.79996
aboveground,2006,72891.69777,343516.6292,34704.29675,8366.004348,58947.46132,72861.16726,54034.71015,21362.33973,11791.22769,32350.0718,249563.8888,100981.4456,29049.73567,88113.22053,33927.33784,170410.1324,76834.98294,147777.1796,7116.197758,167619.2698,24970.45424,13220.74854,24182.84351,32074.60917,22550.90785,26010.05568
aboveground,2007,73529.99724,346109.7908,36079.33808,8970.493497,63334.45651,73268.33259,58289.65294,21722.32556,11911.26276,33708.71276,255849.2434,103162.0898,29663.68954,87366.32184,33589.30665,173621.3618,79686.84845,154467.1796,7391.672059,190661.3131,25735.45596,13952.42926,24196.99926,32648.64149,24613.48429,26661.72297
aboveground,2008,74698.40325,354972.9337,36764.51501,9354.355897,64944.51943,73975.43604,62062.81425,22135.208,12030.69762,34905.14435,265429.492,104755.7504,30039.62469,85824.20739,32882.59258,176440.6745,82760.304,163937.3837,7728.238243,219631.2815,26546.25628,14524.47372,24425.92678,32864.80493,26359.81606,26809.64452
aboveground,2009,76839.82152,371348.6079,37453.24654,9788.232263,66751.21346,73905.78515,65437.952,22789.94017,17342.44149,35282.47401,278335.4957,106346.253,31175.52133,83489.1789,32619.17251,178196.1605,85370.36726,173323.6949,8078.187943,254002.8845,27751.49762,15325.28651,24752.0742,32978.6493,27897.80485,26808.19802
aboveground,2010,77556.72456,373357.8607,37554.92188,9943.256554,68273.73666,74532.28942,68909.0575,23545.33662,19289.58232,35037.78946,286322.3105,107980.1796,33000.80322,80423.35296,31729.08681,182263.48,89348.8704,184355.2633,8338.842785,284868.2366,28783.3052,16123.00128,24454.76146,33128.98248,29513.34306,26805.69522
aboveground,2011,78875.26369,380841.6354,38968.24024,10342.56678,69701.0098,75476.05017,71942.54679,24250.41739,19840.12606,34809.16522,297127.1329,108838.0766,35741.56463,76870.67602,33440.25032,188119.7001,96185.99737,201167.0494,8649.245032,313204.4264,30851.16512,16639.21459,24576.2351,33896.07351,30679.03595,26791.11728
aboveground,2012,79580.07048,394864.2327,41035.55128,10684.78848,71567.21772,76954.47468,75060.67895,25477.86673,21324.71685,34536.94828,309208.6327,110840.7356,39524.06298,74559.25744,36534.68155,190401.1703,105352.6005,218901.6324,9406.128061,340839.4293,34738.04318,17516.9807,24818.4921,34725.75233,32066.43951,27560.28893
aboveground,2013,80859.53718,403443.9643,43731.86627,10805.16718,73280.95185,79193.89192,78973.02137,26826.096,21884.77181,34427.98348,318335.8591,113611.7053,44456.44547,73192.0371,39979.61897,192668.3649,112788.2868,239429.5027,10005.2466,387039.3322,38023.18895,19112.09624,25586.92974,35656.48522,32999.54415,28101.85992
aboveground,2014,83356.01489,409214.277,47248.95286,11057.88982,76965.94796,83428.53253,83829.14331,26812.49739,23092.01004,35195.33382,324810.9644,115102.146,48107.14618,71613.67192,44119.07223,195611.4704,119637.8153,261141.6047,10569.15577,426703.3317,40877.43565,20470.88724,26805.92985,36541.35764,33781.87176,29573.24884
aboveground,2015,82711.39118,408910.2979,49624.46554,11043.369,76863.76007,87280.32859,87718.05103,27629.03461,23094.7238,34929.11043,323249.7324,115679.2273,49364.54946,69973.68312,48483.77117,196237.524,124786.1684,279869.427,10980.8223,448764.816,43019.58718,22149.51221,26814.84801,36566.45043,34197.74861,31509.21514
aboveground,2016,82053.98505,408515.8823,50400,11067,80768,89050,91500,30900,23050,34700,320984.8161,115435.6503,50150,68400,50600,196050,127467,296650,11279.64786,465500,45800,24100,26832.04788,36331.71705,36300,33650
aboveground,2017,81390.86663,407660.0661,51145.23074,11398.20117,83391.78619,92847.82234,93064.29157,33199.2263,24318.68884,34973.06802,318785.9252,114317.9146,51356.7174,66199.37453,51066.16257,197155.5468,127457.4192,312278.2756,11262.48913,477277.2299,45877.72542,25918.36371,26582.61024,36237.53251,37589.14724,35616.45349
aboveground,2018,80718.74711,412582.1787,50774.87299,11892.86669,83308.06886,92904.97613,93893.78476,35535.12469,26366.06186,35821.30489,316781.2678,112107.7356,52200.20352,64418.65675,52277.53997,197226.9914,128549.384,325635.9655,11175.6163,483134.4032,46355.7541,27874.19729,26314.57697,36924.69363,39563.31273,37894.48743
aboveground,2019,79961.84457,420450.8759,50379.9662,12620.67604,83871.86216,96308.02539,94417.07826,39116.25205,27870.07908,37297.8507,314968.9747,109927.5757,53498.20362,64293.54029,53361.18593,198347.6381,132608.0534,340482.6338,11090.62481,514192.5336,49060.47223,29906.9062,26027.42338,37403.27594,41840.68521,40624.17023
aboveground,2020,79224.4671,430484.9506,50035.08471,13552.56103,91264.93258,101581.1995,97815.14721,42384.8861,32191.51715,39400.28122,313416.6165,107841.6901,55054.76133,65461.90344,55273.99964,198876.9191,136268.345,358206.7362,11004.48638,530779.3829,51930.15583,32243.72379,25724.5253,38034.66181,44587.84296,43516.48469
aboveground,2021,77142.48966,434567.4865,49083.84143,14548.19045,94447.16522,103500.0652,101458.6507,45483.28145,36599.47522,41380.50941,309103.6322,104345.1571,55857.70803,66290.05064,56307.62658,197578.7483,138035.9301,374986.7204,10731.41466,536698.8208,54043.7458,34697.72,24921.50986,38216.5943,46472.87178,45413.82219
aboveground,2022,75009.98109,436578.2166,49842.72811,15619.94712,97160.1448,106185.7999,105862.294,49006.65669,39776.81551,43410.81174,304486.2305,103566.0488,56465.33961,67198.19874,57987.2708,194000.902,141083.3227,394012.5633,10563.17195,543910.2175,57029.38028,37766.26025,24095.26665,38268.28986,48645.98662,47693.81833
aboveground,2023,73673.67488,434813.7658,50141.47119,16762.90039,100095.695,109713.6843,112195.0312,52911.23296,42602.44143,45325.58212,302069.7928,101172.3625,56683.18879,68014.81512,59913.41533,192992.8474,145064.891,414021.5292,10389.68211,550885.0303,60548.95021,41347.08168,23252.21194,38180.17342,51105.82716,50023.06746
aboveground,2024,72717.07938,431124.0003,50925.20842,17947.55768,102795.9268,113740.669,119433.9294,56959.12469,45727.57716,47278.96106,301536.9079,98852.04672,56720.79402,68217.11673,61803.87742,189998.1982,148663.9274,434863.7777,10250.65475,558561.4214,64361.92876,45395.07961,22351.05341,38033.14048,53767.78276,52366.61088
aboveground,2025,71750.96516,426968.928,52250.08805,19227.8441,105323.7922,118315.8712,126820.0906,61362.42757,48799.98323,49344.42825,302318.1065,96975.41638,56810.01022,68124.65556,63597.75724,187767.7846,151064.3363,456184.4395,10149.65707,568044.1979,68567.8398,49780.08665,21352.39308,37870.50342,56685.46709,54739.73362
aboveground,2026,70742.86426,423873.3443,53961.16505,20708.11605,108006.0238,123558.0533,134092.8584,66523.56801,52812.11508,51570.70246,299858.5377,94745.22756,57123.46008,68150.70141,65345.02093,185523.0211,152122.4414,479093.1433,10060.98924,580512.5824,73181.45537,54350.0057,20314.3145,37817.15307,59938.28715,57238.01637
aboveground,2027,69726.26022,420665.7991,55910.71437,22392.42526,110953.5008,129854.511,141371.7255,72062.31288,57106.21885,54083.80516,299478.2254,92939.18919,57640.49469,68061.64917,66911.76373,183340.2675,152028.1416,504062.5312,9963.731195,595142.4747,78297.97338,59042.4927,19931.87039,37812.00192,63464.43175,60025.01928
aboveground,2028,68810.82244,417809.434,58134.44414,24228.49001,114088.3163,136681.2036,148327.6902,77810.11214,61590.61822,56674.55522,295295.2577,90796.14882,58292.80956,67886.53457,68133.93558,181007.0015,151121.7176,529886.618,9850.715278,604539.9054,83673.56588,63465.97448,19602.13577,37883.21741,67045.24819,63197.63766
aboveground,2029,67529.39601,414546.5368,60618.96945,26214.23673,117250.9093,143356.2576,154962.1763,83841.00395,66060.54948,59298.23557,290636.5525,88978.22726,58938.31791,67655.95796,69187.17384,178730.2316,150437.1014,557099.2199,9723.362341,609520.5538,89101.97443,67545.57295,18976.61528,38003.70676,70822.16824,66700.69345
aboveground,2030,66169.64129,410583.1055,63321.78068,28293.58454,120382.9273,150110.4295,161408.5791,90101.27843,70778.9555,61943.71337,289850.0116,86811.3417,59509.64618,67302.6578,70038.02485,176101.0805,151216.8759,585961.127,9574.082539,610460.0842,94507.7457,71335.65456,18482.13651,38134.83145,74931.6058,70523.23158
aboveground,2031,64889.83834,407546.8814,66214.03694,30396.87794,123028.4618,156925.6344,167712.089,97109.73518,76007.50854,64624.31435,285746.6409,84771.30879,60085.11827,66966.39139,70734.35957,173319.4742,153374.2089,615333.2457,9427.310693,610591.2575,99797.16205,74901.1592,18092.3851,38211.97719,79257.48794,74389.38128
aboveground,2032,63718.50214,404820.1315,69303.29858,32519.41382,125358.5652,163923.5578,173896.0835,104521.293,81597.00079,67118.58643,282051.6854,82480.33519,60574.5065,66765.13136,71260.65417,170388.0152,156461.1652,645426.934,9268.909767,608960.0405,105044.4432,78281.49799,17696.99162,38245.43066,83978.13966,78322.89147
aboveground,2033,62725.27865,402473.0511,72828.52919,34833.28687,127365.06,171802.5249,180958.1133,112777.9853,87607.47402,69703.14178,279066.4354,80058.47724,61139.90888,66548.55291,72074.78803,167062.2638,159505.8477,678493.7859,9097.887448,609611.2465,110049.365,82031.6217,17429.89319,38319.44059,89750.61338,82542.82693
aboveground,2034,61771.98661,400538.3704,76798.70422,37338.07012,129132.6296,180670.3959,189054.086,121844.2313,94240.65154,72233.4024,276033.2576,77422.20151,61788.02232,66322.17086,72931.26973,163478.8497,162388.9775,713545.1255,8924.854723,611357.6926,114876.8057,86227.43903,17176.23669,38426.16326,96505.56677,87058.38637
aboveground,2035,60925.48039,398863.4968,81189.61405,40019.04912,130689.1144,190450.9767,197940.8816,131747.6016,101218.3416,74736.39939,273590.6631,74948.22646,62544.10984,66073.66877,73848.00851,159510.1197,165251.6977,750673.9734,8773.789283,614466.9951,119459.413,90785.43042,16912.52748,38625.98795,104115.6704,91826.99962
aboveground,2036,60212.18836,397213.544,85768.9161,42656.7064,131605.2896,200771.013,207376.9441,142428.7118,109050.2843,77177.5943,271661.7985,72794.95595,63314.36217,65716.85145,74725.37149,155670.7775,168067.2864,790692.6464,8643.680651,618797.5663,123748.0406,95699.11619,16711.47901,38958.3508,112466.6551,97000.79407
aboveground,2037,59581.17462,395060.592,90380.54344,45271.69106,132112.665,211124.0408,217153.5811,153852.2465,117226.9293,79489.56955,271360.5644,71234.75419,63974.01269,65148.01865,75230.37358,151663.9767,170736.9782,832747.7796,8517.11834,622897.8562,127683.3027,100890.4706,16550.17831,39336.25828,121476.4332,102439.6715
aboveground,2038,58900.28331,392784.9111,94632.66162,47684.53508,132493.6507,220689.0227,226379.3553,165626.2042,125747.7609,81661.54753,272813.1114,68383.75226,64404.67627,64550.64441,75320.17489,147785.557,172633.7132,874508.3605,8389.784334,623337.5779,131563.2907,105966.8247,16342.92902,39723.21338,130558.9262,108170.9744
aboveground,2039,58204.43583,390058.8275,98445.50378,49905.32578,132888.1671,229590.9894,235015.6773,177855.3226,134339.6873,83692.45471,272108.6319,66593.4983,64601.52122,64006.94722,75201.88199,143649.2117,173908.4192,918056.6855,8271.586082,620475.7072,135466.9316,110877.9127,16131.07864,40101.04463,139795.0066,114312.6466
aboveground,2040,57650.06465,387219.508,101972.1252,51968.11763,133342.1201,238069.6732,243483.2726,190362.3147,142601.8747,85611.64982,274446.1319,64172.92709,64686.17525,63487.28615,74879.77369,139582.3413,174664.6552,964629.1269,8132.051943,615508.9991,139404.7175,115652.4704,15917.39385,40539.06957,149235.6748,121017.4604
aboveground,2041,57212.53049,385223.4771,105410.5439,53975.34216,133244.8628,245969.1878,251961.9092,205067.7453,151983.2273,87587.27372,279796.602,61755.42475,64748.62354,63097.02469,74558.51417,135634.7129,175242.9423,1009167.543,7981.073235,610276.885,143189.6487,120364.5628,15659.85185,40933.08432,158869.6335,127846.9932
aboveground,2042,57021.42312,383785.5456,108880.5401,55965.1348,133240.2788,253924.1679,260846.5096,220982.0952,161269.4969,89611.12668,288441.5135,59966.39034,64810.92637,62735.56621,74158.22651,131444.5335,175962.392,1057401.946,7828.637252,605337.7523,146904.9825,124666.4361,15401.87106,41446.0898,168862.7032,135218.5567
aboveground,2043,57023.2204,383540.0693,112425.6184,57918.39239,133277.7432,261797.0504,269980.1967,238375.0814,170011.4877,91603.75146,299760.6446,58767.03123,64800.09277,62308.6099,73612.32874,126824.1569,176481.1649,1108841.641,7666.948044,601438.3665,150446.3901,128220.3616,15173.27705,42057.98565,179129.4473,143296.4197
aboveground,2044,57223.80908,384267.7808,115950.9397,59837.46922,133149.6202,269314.6106,279145.4631,257322.4876,179073.7655,93532.23654,312775.5704,57935.79291,64731.94221,61810.92375,72893.53917,122301.5785,176582.8267,1161056.429,7501.684216,598998.9983,153747.029,131367.8719,14940.92688,42720.6691,189611.3333,151949.4539
aboveground,2045,57566.47647,386656.2098,119464.7123,61720.35575,132994.803,276415.3194,288205.3122,278190.6727,188877.317,95507.96161,326250.5105,57320.44582,64663.46795,61334.48569,72046.94897,117727.2126,177598.2324,1212559.856,7353.886124,597976.226,156824.1957,134104.0206,14727.05824,43397.86745,200425.5869,161155.1683
aboveground,2046,57972.82248,390647.3865,122734.8181,63549.8958,132570.1828,282867.6351,296594.072,300539.6694,199358.677,97389.44109,338865.3598,56897.05256,64439.86885,60881.50708,70951.00389,113268.9071,178939.7532,1262715.284,7211.696738,597290.335,159389.6475,136473.1097,14535.05668,44003.32373,211545.4213,171023.256
aboveground,2047,58308.94244,395256.5809,125813.6393,65305.0784,131875.9385,288625.0253,303878.5863,324522.4057,210610.8127,99136.48254,349756.6822,56436.62311,64120.89948,60358.12061,69469.16627,109116.4805,180078.5806,1311309.942,7062.51009,595581.3475,161243.4756,138448.7669,14322.20711,44508.99836,222910.9209,181481.3666
aboveground,2048,58619.63383,400409.4421,128770.7522,67005.72114,130849.7242,293914.5991,310876.8614,350058.9462,222762.2731,100790.0579,358845.5878,55944.88493,63740.77451,59851.41753,67685.15575,105337.8531,181533.0232,1359449.299,6917.413139,592160.1535,162913.5556,140117.6554,14061.98933,44916.18688,234472.8557,192554.3838
aboveground,2049,58926.85911,406039.7704,131619.528,68646.32815,129476.9658,298774.7543,317485.7839,377418.1589,235481.2812,102359.0961,365909.5698,55510.40926,63328.52092,59424.31943,65829.43283,101441.532,183421.6375,1408301.055,6771.340522,587362.7725,164366.7647,141569.704,13796.60231,45244.66972,246248.2844,204295.7791
aboveground,2050,59232.02678,410859.6369,134419.993,70234.38083,127770.3743,303218.8377,323795.3183,406907.5786,249075.0177,103821.1792,370557.3753,55096.3261,62891.19445,59065.97261,64042.20696,97609.82097,184284.3897,1458839.488,6618.642376,581398.035,165617.6727,142896.5459,13516.35284,45526.20362,258238.1645,216764.3466
underground,1971,401.0500129,8334.774257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underground,1972,636.115509,10428.37221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underground,1973,979.3665484,12753.71413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underground,1974,1139.131808,12078.53053,0,0,0,0,0,0,0,0,264.48036,0,0,0,0,0,0,0,0,0,0,0,0,13.2555615,0,0
underground,1975,1399.886753,12123.2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.161901666,0,0
underground,1976,1777.704354,14250.02088,0,0,0,0,0,0,0,0,905.9715068,0,0,0,0,0,0,0,0,0,0,0,0,17.93890061,0,0
underground,1977,2023.860596,16311.3636,0,0,0,0,0,0,0,0,1553.497911,0,0,0,0,0,0,0,0,0,0,0,0,30.76967068,0,0
underground,1978,2387.48676,19083.67984,0,0,0,0,0,0,0,0,2233.923306,0,0,0,0,0,0,0,0,0,0,0,84.69079915,19.8027821,0,0
underground,1979,2722.304147,20625.58934,0,0,0,0,0,0,0,0,3178.081552,0,0,0,0,0,0,0,0,0,0,0,182.5530098,58.19605583,0,0
